atccode,drug_name,target_name,action
A11HA06,Pyridoxal phosphate,"Branched-chain-amino-acid aminotransferase, cytosolic",binder
A11HA06,Pyridoxal phosphate,"Branched-chain-amino-acid aminotransferase, mitochondrial",cofactor
A11HA06,Pyridoxal phosphate,"Branched-chain-amino-acid aminotransferase, mitochondrial",activator
A11HA06,Pyridoxal phosphate,"Branched-chain-amino-acid aminotransferase, mitochondrial",inhibitor
A11HA06,Pyridoxal phosphate,"Branched-chain-amino-acid aminotransferase, mitochondrial",binder
A11HA06,Pyridoxal phosphate,Proline synthase co-transcribed bacterial homolog protein,cofactor
A11HA06,Pyridoxal phosphate,Proline synthase co-transcribed bacterial homolog protein,activator
A11HA06,Pyridoxal phosphate,Proline synthase co-transcribed bacterial homolog protein,inhibitor
A11HA06,Pyridoxal phosphate,Proline synthase co-transcribed bacterial homolog protein,binder
A11HA06,Pyridoxal phosphate,"Aspartate aminotransferase, mitochondrial",cofactor
A11HA06,Pyridoxal phosphate,"Aspartate aminotransferase, mitochondrial",activator
A11HA06,Pyridoxal phosphate,"Aspartate aminotransferase, mitochondrial",inhibitor
A11HA06,Pyridoxal phosphate,"Aspartate aminotransferase, mitochondrial",binder
A11HA06,Pyridoxal phosphate,"Glycogen phosphorylase, brain form",cofactor
A11HA06,Pyridoxal phosphate,"Glycogen phosphorylase, brain form",activator
A11HA06,Pyridoxal phosphate,"Glycogen phosphorylase, brain form",inhibitor
A11HA06,Pyridoxal phosphate,"Glycogen phosphorylase, brain form",binder
A11HA06,Pyridoxal phosphate,"Glycogen phosphorylase, muscle form",cofactor
A11HA06,Pyridoxal phosphate,"Glycogen phosphorylase, muscle form",activator
A11HA06,Pyridoxal phosphate,"Glycogen phosphorylase, muscle form",inhibitor
A11HA06,Pyridoxal phosphate,"Glycogen phosphorylase, muscle form",binder
A11HA06,Pyridoxal phosphate,Aromatic-L-amino-acid decarboxylase,cofactor
A11HA06,Pyridoxal phosphate,Aromatic-L-amino-acid decarboxylase,activator
A11HA06,Pyridoxal phosphate,Aromatic-L-amino-acid decarboxylase,inhibitor
A11HA06,Pyridoxal phosphate,Aromatic-L-amino-acid decarboxylase,binder
A11HA06,Pyridoxal phosphate,Aspartate aminotransferase,cofactor
A11HA06,Pyridoxal phosphate,Aspartate aminotransferase,activator
A11HA06,Pyridoxal phosphate,Aspartate aminotransferase,inhibitor
A11HA06,Pyridoxal phosphate,Aspartate aminotransferase,binder
A11HA06,Pyridoxal phosphate,Serine hydroxymethyltransferase,cofactor
A11HA06,Pyridoxal phosphate,Serine hydroxymethyltransferase,activator
A11HA06,Pyridoxal phosphate,Serine hydroxymethyltransferase,inhibitor
A11HA06,Pyridoxal phosphate,Serine hydroxymethyltransferase,binder
A11HA06,Pyridoxal phosphate,Selenocysteine lyase variant,cofactor
A11HA06,Pyridoxal phosphate,Selenocysteine lyase variant,activator
A11HA06,Pyridoxal phosphate,Selenocysteine lyase variant,inhibitor
A11HA06,Pyridoxal phosphate,Selenocysteine lyase variant,binder
A11HA06,Pyridoxal phosphate,Phosphorylase,cofactor
A11HA06,Pyridoxal phosphate,Phosphorylase,activator
A11HA06,Pyridoxal phosphate,Phosphorylase,inhibitor
A11HA06,Pyridoxal phosphate,Phosphorylase,binder
A11HA06,Pyridoxal phosphate,5-aminolevulinate synthase,cofactor
A11HA06,Pyridoxal phosphate,5-aminolevulinate synthase,activator
A11HA06,Pyridoxal phosphate,5-aminolevulinate synthase,inhibitor
A11HA06,Pyridoxal phosphate,5-aminolevulinate synthase,binder
A11HA06,Pyridoxal phosphate,"Glutamate decarboxylase 2 (Pancreatic islets and brain, 65kDa)",cofactor
A11HA06,Pyridoxal phosphate,"Glutamate decarboxylase 2 (Pancreatic islets and brain, 65kDa)",activator
A11HA06,Pyridoxal phosphate,"Glutamate decarboxylase 2 (Pancreatic islets and brain, 65kDa)",inhibitor
A11HA06,Pyridoxal phosphate,"Glutamate decarboxylase 2 (Pancreatic islets and brain, 65kDa)",binder
A11HA06,Pyridoxal phosphate,DDC protein,cofactor
A11HA06,Pyridoxal phosphate,DDC protein,activator
A11HA06,Pyridoxal phosphate,DDC protein,inhibitor
A11HA06,Pyridoxal phosphate,DDC protein,binder
A11HA06,Pyridoxal phosphate,Kynurenine--oxoglutarate transaminase 3,cofactor
A11HA06,Pyridoxal phosphate,Kynurenine--oxoglutarate transaminase 3,activator
A11HA06,Pyridoxal phosphate,Kynurenine--oxoglutarate transaminase 3,inhibitor
A11HA06,Pyridoxal phosphate,Kynurenine--oxoglutarate transaminase 3,binder
A11HA06,Pyridoxal phosphate,Glutamate decarboxylase-like protein 1,cofactor
A11HA06,Pyridoxal phosphate,Glutamate decarboxylase-like protein 1,activator
A11HA06,Pyridoxal phosphate,Glutamate decarboxylase-like protein 1,inhibitor
A11HA06,Pyridoxal phosphate,Glutamate decarboxylase-like protein 1,binder
A11HA06,Pyridoxal phosphate,Selenocysteine lyase,cofactor
A11HA06,Pyridoxal phosphate,Selenocysteine lyase,activator
A11HA06,Pyridoxal phosphate,Selenocysteine lyase,inhibitor
A11HA06,Pyridoxal phosphate,Selenocysteine lyase,binder
A11HA06,Pyridoxal phosphate,Immunoglobulin superfamily member 10,cofactor
A11HA06,Pyridoxal phosphate,Immunoglobulin superfamily member 10,activator
A11HA06,Pyridoxal phosphate,Immunoglobulin superfamily member 10,inhibitor
A11HA06,Pyridoxal phosphate,Immunoglobulin superfamily member 10,binder
A11HA06,Pyridoxal phosphate,5-phosphohydroxy-L-lysine phospho-lyase,cofactor
A11HA06,Pyridoxal phosphate,5-phosphohydroxy-L-lysine phospho-lyase,activator
A11HA06,Pyridoxal phosphate,5-phosphohydroxy-L-lysine phospho-lyase,inhibitor
A11HA06,Pyridoxal phosphate,5-phosphohydroxy-L-lysine phospho-lyase,binder
A11HA06,Pyridoxal phosphate,"Glutamate decarboxylase 1 (Brain, 67kDa)",cofactor
A11HA06,Pyridoxal phosphate,"Glutamate decarboxylase 1 (Brain, 67kDa)",activator
A11HA06,Pyridoxal phosphate,"Glutamate decarboxylase 1 (Brain, 67kDa)",inhibitor
A11HA06,Pyridoxal phosphate,"Glutamate decarboxylase 1 (Brain, 67kDa)",binder
A11HA06,Pyridoxal phosphate,"Serine hydroxymethyltransferase, mitochondrial",cofactor
A11HA06,Pyridoxal phosphate,"Serine hydroxymethyltransferase, mitochondrial",activator
A11HA06,Pyridoxal phosphate,"Serine hydroxymethyltransferase, mitochondrial",inhibitor
A11HA06,Pyridoxal phosphate,"Serine hydroxymethyltransferase, mitochondrial",binder
A11HA06,Pyridoxal phosphate,"5-aminolevulinate synthase, erythroid-specific, mitochondrial",cofactor
A11HA06,Pyridoxal phosphate,"5-aminolevulinate synthase, erythroid-specific, mitochondrial",activator
A11HA06,Pyridoxal phosphate,"5-aminolevulinate synthase, erythroid-specific, mitochondrial",inhibitor
A11HA06,Pyridoxal phosphate,"5-aminolevulinate synthase, erythroid-specific, mitochondrial",binder
A11HA06,Pyridoxal phosphate,Alanine aminotransferase 2,cofactor
A11HA06,Pyridoxal phosphate,Alanine aminotransferase 2,activator
A11HA06,Pyridoxal phosphate,Alanine aminotransferase 2,inhibitor
A11HA06,Pyridoxal phosphate,Alanine aminotransferase 2,binder
A11HA06,Pyridoxal phosphate,Molybdenum cofactor sulfurase,cofactor
A11HA06,Pyridoxal phosphate,Molybdenum cofactor sulfurase,activator
A11HA06,Pyridoxal phosphate,Molybdenum cofactor sulfurase,inhibitor
A11HA06,Pyridoxal phosphate,Molybdenum cofactor sulfurase,binder
A11HA06,Pyridoxal phosphate,Serine dehydratase-like,cofactor
A11HA06,Pyridoxal phosphate,Serine dehydratase-like,activator
A11HA06,Pyridoxal phosphate,Serine dehydratase-like,inhibitor
A11HA06,Pyridoxal phosphate,Serine dehydratase-like,binder
A11HA06,Pyridoxal phosphate,Hepatic peroxysomal alanine:glyoxylate aminotransferase,cofactor
A11HA06,Pyridoxal phosphate,Hepatic peroxysomal alanine:glyoxylate aminotransferase,activator
A11HA06,Pyridoxal phosphate,Hepatic peroxysomal alanine:glyoxylate aminotransferase,inhibitor
A11HA06,Pyridoxal phosphate,Hepatic peroxysomal alanine:glyoxylate aminotransferase,binder
A11HA06,Pyridoxal phosphate,Serine racemase,cofactor
A11HA06,Pyridoxal phosphate,Serine racemase,activator
A11HA06,Pyridoxal phosphate,Serine racemase,inhibitor
A11HA06,Pyridoxal phosphate,Serine racemase,binder
A11HA06,Pyridoxal phosphate,O-phosphoseryl-tRNA(Sec) selenium transferase,cofactor
A11HA06,Pyridoxal phosphate,O-phosphoseryl-tRNA(Sec) selenium transferase,activator
A11HA06,Pyridoxal phosphate,O-phosphoseryl-tRNA(Sec) selenium transferase,inhibitor
A11HA06,Pyridoxal phosphate,O-phosphoseryl-tRNA(Sec) selenium transferase,binder
A11HA06,Pyridoxal phosphate,Serine palmitoyltransferase 3,cofactor
A11HA06,Pyridoxal phosphate,Serine palmitoyltransferase 3,activator
A11HA06,Pyridoxal phosphate,Serine palmitoyltransferase 3,inhibitor
A11HA06,Pyridoxal phosphate,Serine palmitoyltransferase 3,binder
A11HA06,Pyridoxal phosphate,Glutamic acid decarboxylase,cofactor
A11HA06,Pyridoxal phosphate,Glutamic acid decarboxylase,activator
A11HA06,Pyridoxal phosphate,Glutamic acid decarboxylase,inhibitor
A11HA06,Pyridoxal phosphate,Glutamic acid decarboxylase,binder
A11HA06,Pyridoxal phosphate,Alanine-glyoxylate aminotransferase homolog,cofactor
A11HA06,Pyridoxal phosphate,Alanine-glyoxylate aminotransferase homolog,activator
A11HA06,Pyridoxal phosphate,Alanine-glyoxylate aminotransferase homolog,inhibitor
A11HA06,Pyridoxal phosphate,Alanine-glyoxylate aminotransferase homolog,binder
B03BA01,Cyanocobalamin,Methionine synthase,cofactor
B03BA01,Cyanocobalamin,Methionine synthase,binder
B03BA01,Cyanocobalamin,"Methylmalonyl-CoA mutase, mitochondrial",cofactor
B03BA01,Cyanocobalamin,"Methylmalonyl-CoA mutase, mitochondrial",binder
B03BA01,Cyanocobalamin,Methionine synthase reductase,cofactor
B03BA01,Cyanocobalamin,Methionine synthase reductase,binder
B03BA01,Cyanocobalamin,"Methylmalonic aciduria type A protein, mitochondrial",cofactor
B03BA01,Cyanocobalamin,"Methylmalonic aciduria type A protein, mitochondrial",binder
B03BA01,Cyanocobalamin,Methylmalonic aciduria and homocystinuria type C protein,cofactor
B03BA01,Cyanocobalamin,Methylmalonic aciduria and homocystinuria type C protein,binder
B03BA01,Cyanocobalamin,Methylenetetrahydrofolate reductase,cofactor
B03BA01,Cyanocobalamin,Methylenetetrahydrofolate reductase,binder
A16AA02,Ademetionine,Glycine N-methyltransferase,cofactor
A16AA02,Ademetionine,Glycine N-methyltransferase,activator
A16AA02,Ademetionine,S-adenosylmethionine decarboxylase proenzyme,cofactor
A16AA02,Ademetionine,S-adenosylmethionine decarboxylase proenzyme,activator
A16AA02,Ademetionine,S-adenosylmethionine synthase isoform type-2,cofactor
A16AA02,Ademetionine,S-adenosylmethionine synthase isoform type-2,activator
A16AA02,Ademetionine,Cystathionine beta-synthase,cofactor
A16AA02,Ademetionine,Cystathionine beta-synthase,activator
A16AA02,Ademetionine,S-adenosylmethionine synthase isoform type-1,cofactor
A16AA02,Ademetionine,S-adenosylmethionine synthase isoform type-1,activator
A16AA02,Ademetionine,Catechol O-methyltransferase,cofactor
A16AA02,Ademetionine,Catechol O-methyltransferase,activator
A16AA02,Ademetionine,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1,cofactor
A16AA02,Ademetionine,Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1,activator
A16AA02,Ademetionine,Arsenite methyltransferase,cofactor
A16AA02,Ademetionine,Arsenite methyltransferase,activator
A11HA05,Biotin,"Propionyl-CoA carboxylase beta chain, mitochondrial",cofactor
A11HA05,Biotin,"Propionyl-CoA carboxylase beta chain, mitochondrial",substrate
A11HA05,Biotin,Biotin--protein ligase,cofactor
A11HA05,Biotin,Biotin--protein ligase,substrate
A11HA05,Biotin,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",cofactor
A11HA05,Biotin,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",substrate
A11HA05,Biotin,Acetyl-CoA carboxylase 2,cofactor
A11HA05,Biotin,Acetyl-CoA carboxylase 2,substrate
A11HA05,Biotin,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",cofactor
A11HA05,Biotin,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",substrate
A11HA05,Biotin,"Pyruvate carboxylase, mitochondrial",cofactor
A11HA05,Biotin,"Pyruvate carboxylase, mitochondrial",substrate
A11HA05,Biotin,"Propionyl-CoA carboxylase alpha chain, mitochondrial",cofactor
A11HA05,Biotin,"Propionyl-CoA carboxylase alpha chain, mitochondrial",substrate
A11HA05,Biotin,Acetyl-CoA carboxylase 1,cofactor
A11HA05,Biotin,Acetyl-CoA carboxylase 1,substrate
G01AD03,Ascorbic acid,Hyaluronate lyase,inhibitor
G01AD03,Ascorbic acid,Hyaluronate lyase,cleavage
G01AD03,Ascorbic acid,Hyaluronate lyase,substrate
G01AD03,Ascorbic acid,Hyaluronate lyase,cofactor
G01AD03,Ascorbic acid,Hyaluronate lyase,activator
G01AD03,Ascorbic acid,DNA,inhibitor
G01AD03,Ascorbic acid,DNA,cleavage
G01AD03,Ascorbic acid,DNA,substrate
G01AD03,Ascorbic acid,DNA,cofactor
G01AD03,Ascorbic acid,DNA,activator
G01AD03,Ascorbic acid,Xylose isomerase,inhibitor
G01AD03,Ascorbic acid,Xylose isomerase,cleavage
G01AD03,Ascorbic acid,Xylose isomerase,substrate
G01AD03,Ascorbic acid,Xylose isomerase,cofactor
G01AD03,Ascorbic acid,Xylose isomerase,activator
G01AD03,Ascorbic acid,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",inhibitor
G01AD03,Ascorbic acid,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",cleavage
G01AD03,Ascorbic acid,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",substrate
G01AD03,Ascorbic acid,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",cofactor
G01AD03,Ascorbic acid,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",activator
G01AD03,Ascorbic acid,"Phytanoyl-CoA dioxygenase, peroxisomal",inhibitor
G01AD03,Ascorbic acid,"Phytanoyl-CoA dioxygenase, peroxisomal",cleavage
G01AD03,Ascorbic acid,"Phytanoyl-CoA dioxygenase, peroxisomal",substrate
G01AD03,Ascorbic acid,"Phytanoyl-CoA dioxygenase, peroxisomal",cofactor
G01AD03,Ascorbic acid,"Phytanoyl-CoA dioxygenase, peroxisomal",activator
G01AD03,Ascorbic acid,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",inhibitor
G01AD03,Ascorbic acid,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",cleavage
G01AD03,Ascorbic acid,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",substrate
G01AD03,Ascorbic acid,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",cofactor
G01AD03,Ascorbic acid,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",activator
G01AD03,Ascorbic acid,Gamma-butyrobetaine dioxygenase,inhibitor
G01AD03,Ascorbic acid,Gamma-butyrobetaine dioxygenase,cleavage
G01AD03,Ascorbic acid,Gamma-butyrobetaine dioxygenase,substrate
G01AD03,Ascorbic acid,Gamma-butyrobetaine dioxygenase,cofactor
G01AD03,Ascorbic acid,Gamma-butyrobetaine dioxygenase,activator
G01AD03,Ascorbic acid,Dopamine beta-hydroxylase,inhibitor
G01AD03,Ascorbic acid,Dopamine beta-hydroxylase,cleavage
G01AD03,Ascorbic acid,Dopamine beta-hydroxylase,substrate
G01AD03,Ascorbic acid,Dopamine beta-hydroxylase,cofactor
G01AD03,Ascorbic acid,Dopamine beta-hydroxylase,activator
G01AD03,Ascorbic acid,Peptidyl-glycine alpha-amidating monooxygenase,inhibitor
G01AD03,Ascorbic acid,Peptidyl-glycine alpha-amidating monooxygenase,cleavage
G01AD03,Ascorbic acid,Peptidyl-glycine alpha-amidating monooxygenase,substrate
G01AD03,Ascorbic acid,Peptidyl-glycine alpha-amidating monooxygenase,cofactor
G01AD03,Ascorbic acid,Peptidyl-glycine alpha-amidating monooxygenase,activator
G01AD03,Ascorbic acid,Prolyl 3-hydroxylase 1,inhibitor
G01AD03,Ascorbic acid,Prolyl 3-hydroxylase 1,cleavage
G01AD03,Ascorbic acid,Prolyl 3-hydroxylase 1,substrate
G01AD03,Ascorbic acid,Prolyl 3-hydroxylase 1,cofactor
G01AD03,Ascorbic acid,Prolyl 3-hydroxylase 1,activator
G01AD03,Ascorbic acid,Prolyl 3-hydroxylase 2,inhibitor
G01AD03,Ascorbic acid,Prolyl 3-hydroxylase 2,cleavage
G01AD03,Ascorbic acid,Prolyl 3-hydroxylase 2,substrate
G01AD03,Ascorbic acid,Prolyl 3-hydroxylase 2,cofactor
G01AD03,Ascorbic acid,Prolyl 3-hydroxylase 2,activator
G01AD03,Ascorbic acid,Prolyl 3-hydroxylase 3,inhibitor
G01AD03,Ascorbic acid,Prolyl 3-hydroxylase 3,cleavage
G01AD03,Ascorbic acid,Prolyl 3-hydroxylase 3,substrate
G01AD03,Ascorbic acid,Prolyl 3-hydroxylase 3,cofactor
G01AD03,Ascorbic acid,Prolyl 3-hydroxylase 3,activator
G01AD03,Ascorbic acid,Prolyl 4-hydroxylase subunit alpha-1,inhibitor
G01AD03,Ascorbic acid,Prolyl 4-hydroxylase subunit alpha-1,cleavage
G01AD03,Ascorbic acid,Prolyl 4-hydroxylase subunit alpha-1,substrate
G01AD03,Ascorbic acid,Prolyl 4-hydroxylase subunit alpha-1,cofactor
G01AD03,Ascorbic acid,Prolyl 4-hydroxylase subunit alpha-1,activator
G01AD03,Ascorbic acid,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1,inhibitor
G01AD03,Ascorbic acid,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1,cleavage
G01AD03,Ascorbic acid,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1,substrate
G01AD03,Ascorbic acid,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1,cofactor
G01AD03,Ascorbic acid,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1,activator
G01AD03,Ascorbic acid,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2,inhibitor
G01AD03,Ascorbic acid,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2,cleavage
G01AD03,Ascorbic acid,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2,substrate
G01AD03,Ascorbic acid,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2,cofactor
G01AD03,Ascorbic acid,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2,activator
G01AD03,Ascorbic acid,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 2,inhibitor
G01AD03,Ascorbic acid,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 2,cleavage
G01AD03,Ascorbic acid,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 2,substrate
G01AD03,Ascorbic acid,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 2,cofactor
G01AD03,Ascorbic acid,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 2,activator
G01AD03,Ascorbic acid,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,inhibitor
G01AD03,Ascorbic acid,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,cleavage
G01AD03,Ascorbic acid,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,substrate
G01AD03,Ascorbic acid,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,cofactor
G01AD03,Ascorbic acid,Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3,activator
G01AD03,Ascorbic acid,Lysine-specific demethylase 5D,inhibitor
G01AD03,Ascorbic acid,Lysine-specific demethylase 5D,cleavage
G01AD03,Ascorbic acid,Lysine-specific demethylase 5D,substrate
G01AD03,Ascorbic acid,Lysine-specific demethylase 5D,cofactor
G01AD03,Ascorbic acid,Lysine-specific demethylase 5D,activator
G01AD03,Ascorbic acid,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",inhibitor
G01AD03,Ascorbic acid,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",cleavage
G01AD03,Ascorbic acid,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",substrate
G01AD03,Ascorbic acid,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",cofactor
